City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Avera,US,2022-04-26 18:46:06,33.194,-82.5271,77.05,54,77,11.3
295,Baykit,RU,2022-04-26 18:46:06,61.67,96.37,19.26,92,29,4.36
296,Itarema,BR,2022-04-26 18:46:06,-2.9248,-39.9167,80.24,86,41,12.97
297,Bilibino,RU,2022-04-26 18:46:07,68.0546,166.4372,21.54,85,100,4.74
298,Grand Gaube,MU,2022-04-26 18:46:07,-20.0064,57.6608,77.4,78,9,1.99
299,Teknaf,BD,2022-04-26 18:46:07,20.8624,92.3058,77.7,93,27,1.48
300,Gannan,CN,2022-04-26 18:46:08,47.9147,123.5031,37.96,65,18,11.52
301,Tornio,FI,2022-04-26 18:46:08,65.8481,24.1466,30.22,62,100,7.72
302,Aksaray,TR,2022-04-26 18:46:08,38.3726,34.0254,64.65,25,81,5.1
303,Ivanivka,UA,2022-04-26 18:46:09,46.7208,34.553,58.64,66,0,7.27
304,Agadez,NE,2022-04-26 18:46:09,19.75,10.25,88.63,9,0,13.35
305,Chino Valley,US,2022-04-26 18:46:09,34.7575,-112.4538,77.76,9,0,10.36
306,Morro Da Fumaca,BR,2022-04-26 18:46:10,-28.6508,-49.21,77.09,73,100,4.9
307,Mandera,KE,2022-04-26 18:46:10,3.9366,41.867,78.15,70,100,4.34
308,Sao Gabriel Da Cachoeira,BR,2022-04-26 18:36:49,-0.1303,-67.0892,85.8,70,75,10.36
309,Orebro,SE,2022-04-26 18:46:10,59.2741,15.2066,48.38,25,0,10.36
310,Krasnoselkup,RU,2022-04-26 18:46:11,65.7,82.4667,14.65,90,87,8.99
311,Katsuura,JP,2022-04-26 18:44:10,35.1333,140.3,71.62,92,100,31.52
312,Lompoc,US,2022-04-26 18:46:11,34.6391,-120.4579,73.85,63,0,21.99
313,Itaituba,BR,2022-04-26 18:46:11,-4.2761,-55.9836,89.76,62,20,6.91
314,Inongo,CD,2022-04-26 18:46:12,-1.95,18.2667,73.4,90,100,4.21
315,Chingola,ZM,2022-04-26 18:46:12,-12.529,27.8838,61.07,86,24,4.72
316,Nemuro,JP,2022-04-26 18:46:12,43.3236,145.575,41.54,100,100,7.18
317,Gigmoto,PH,2022-04-26 18:46:13,13.7796,124.39,80.91,88,89,9.4
318,Ponta Do Sol,PT,2022-04-26 18:46:13,32.6667,-17.1,68.0,71,43,5.5
319,Andrews,US,2022-04-26 18:42:11,32.3187,-102.5457,67.28,31,0,7.0
320,Cordele,US,2022-04-26 18:46:13,31.9635,-83.7824,84.72,39,40,12.66
321,Luanda,AO,2022-04-26 18:41:38,-8.8368,13.2343,76.77,87,100,6.67
322,Saldanha,ZA,2022-04-26 18:46:14,-33.0117,17.9442,59.05,79,0,17.02
323,Jalu,LY,2022-04-26 18:46:14,29.0331,21.5482,84.31,13,86,14.45
324,Imbituba,BR,2022-04-26 18:47:15,-28.24,-48.6703,77.86,79,100,9.89
325,Nakhon Thai,TH,2022-04-26 18:47:15,17.1006,100.8374,82.33,66,4,1.1
326,Leh,IN,2022-04-26 18:47:15,34.1667,77.5833,42.19,47,4,4.14
327,Beisfjord,NO,2022-04-26 18:47:16,68.3751,17.5988,28.04,96,100,5.86
328,Kavaratti,IN,2022-04-26 18:44:14,10.5669,72.642,85.28,73,48,6.35
329,Royan,FR,2022-04-26 18:47:16,45.6285,-1.0281,58.17,75,36,14.61
330,Hovd,MN,2022-04-26 18:47:16,48.0056,91.6419,39.02,41,77,2.15
331,Lunenburg,CA,2022-04-26 18:47:17,44.3835,-64.3155,52.48,77,100,13.8
332,Ridgecrest,US,2022-04-26 18:44:48,35.6225,-117.6709,83.68,16,40,17.27
333,Ostersund,SE,2022-04-26 18:47:17,63.1792,14.6357,32.61,59,20,11.5
334,Newport,GB,2022-04-26 18:47:17,51.5877,-2.9984,57.74,57,100,7.76
335,Vostok,RU,2022-04-26 18:47:18,46.4856,135.8833,35.83,88,100,6.31
336,Oranjemund,NA,2022-04-26 18:47:18,-28.55,16.4333,57.34,77,0,10.56
337,Skibbereen,IE,2022-04-26 18:47:18,51.55,-9.2667,56.1,85,10,11.5
338,Porto Recanati,IT,2022-04-26 18:47:19,43.4365,13.6613,63.3,60,22,8.5
339,Mirabad,AF,2022-04-26 18:47:19,30.4362,61.8383,90.97,12,80,6.98
340,Dunedin,NZ,2022-04-26 18:47:20,-45.8742,170.5036,54.81,77,84,8.99
341,Celestun,MX,2022-04-26 18:47:20,20.8667,-90.4,85.53,63,66,17.52
342,Trinidad,BO,2022-04-26 18:47:20,-14.8333,-64.9,93.18,55,20,10.36
343,Seymchan,RU,2022-04-26 18:47:20,62.8833,152.4333,15.85,91,100,6.71
344,Shushtar,IR,2022-04-26 18:47:21,32.0455,48.8567,80.73,37,0,2.01
345,Sakhon Nakhon,TH,2022-04-26 18:45:08,17.1612,104.1472,81.9,66,15,3.56
346,Inirida,CO,2022-04-26 18:47:21,3.8653,-67.9239,77.67,92,100,2.48
347,Bathsheba,BB,2022-04-26 18:47:22,13.2167,-59.5167,81.21,89,75,8.05
348,Beysehir,TR,2022-04-26 18:47:22,37.6773,31.7246,60.62,37,100,4.27
349,Broken Hill,AU,2022-04-26 18:47:22,-31.95,141.4333,58.71,94,100,6.91
350,Guilin,CN,2022-04-26 18:43:51,25.2819,110.2864,73.51,97,46,2.44
351,Margate,GB,2022-04-26 18:43:02,51.3813,1.3862,48.87,71,60,4.0
352,Tolmachevo,RU,2022-04-26 18:47:23,54.9824,82.7363,39.18,48,0,2.24
353,Pokhara,NP,2022-04-26 18:47:23,28.2333,83.9833,72.75,27,0,8.3
354,Grandview,US,2022-04-26 18:47:23,38.8858,-94.533,64.94,32,0,3.44
355,Fayaoue,NC,2022-04-26 18:47:24,-20.65,166.5333,77.92,56,100,19.75
356,Asosa,ET,2022-04-26 18:47:24,10.0667,34.5333,73.04,37,91,2.64
357,Boyuibe,BO,2022-04-26 18:47:25,-20.4167,-63.2833,92.3,39,20,16.2
358,Tezu,IN,2022-04-26 18:47:25,27.9167,96.1667,69.91,58,85,5.03
359,Chokurdakh,RU,2022-04-26 18:47:25,70.6333,147.9167,2.44,99,100,6.13
360,Kranjska Gora,SI,2022-04-26 18:47:26,46.4839,13.7894,49.39,97,100,0.45
361,Larsnes,NO,2022-04-26 18:45:27,62.2028,5.5773,44.46,67,100,17.05
362,Kenora,CA,2022-04-26 18:47:26,49.8167,-94.4337,29.37,43,20,8.05
363,Bosaso,SO,2022-04-26 18:42:45,11.2842,49.1816,84.29,64,6,4.18
364,San Cristobal,VE,2022-04-26 18:45:56,7.7669,-72.225,78.98,56,98,2.59
365,Yairipok,IN,2022-04-26 18:47:27,24.6667,94.0667,64.06,76,0,1.5
366,Santa Fe,AR,2022-04-26 18:47:27,-31.6333,-60.7,85.01,73,72,5.99
367,Lac Du Bonnet,CA,2022-04-26 18:45:48,50.2536,-96.0612,33.58,64,56,4.97
368,Puerto Del Rosario,ES,2022-04-26 18:45:29,28.5004,-13.8627,67.75,77,75,12.66
369,Sanmenxia,CN,2022-04-26 18:48:28,34.7747,111.1814,64.36,39,100,14.47
370,Nadym,RU,2022-04-26 18:48:28,65.5333,72.5167,29.01,93,100,19.71
371,Mitsamiouli,KM,2022-04-26 18:48:28,-11.3847,43.2844,81.25,78,12,5.1
372,Jackson,US,2022-04-26 18:48:28,42.4165,-122.8345,57.7,45,40,4.61
373,Reserva,BR,2022-04-26 18:48:29,-24.6503,-50.8506,80.33,52,40,3.51
374,Kutum,SD,2022-04-26 18:48:29,14.2,24.6667,81.52,18,95,3.8
375,Ulaangom,MN,2022-04-26 18:46:57,49.9811,92.0667,36.23,34,24,0.58
376,Alta,NO,2022-04-26 18:48:30,69.9689,23.2717,20.46,84,75,18.41
377,Marystown,CA,2022-04-26 18:48:30,47.1666,-55.1483,51.85,100,72,10.0
378,Mackay,AU,2022-04-26 18:46:53,-21.15,149.2,73.69,94,100,5.75
379,Bolu,TR,2022-04-26 18:48:30,40.6667,31.5833,53.56,82,42,2.93
380,Razole,IN,2022-04-26 18:48:31,16.4833,81.8333,79.7,91,11,3.02
381,Elbrus,RU,2022-04-26 18:48:31,43.2577,42.6443,46.2,69,100,0.58
382,Narsaq,GL,2022-04-26 18:48:31,60.9167,-46.05,43.02,74,98,1.99
383,Varhaug,NO,2022-04-26 18:48:32,58.6147,5.6457,49.48,82,15,8.16
384,Maceio,BR,2022-04-26 18:43:59,-9.6658,-35.7353,85.44,58,40,11.5
385,Ilulissat,GL,2022-04-26 18:44:15,69.2167,-51.1,35.62,80,100,6.91
386,Moscow,RU,2022-04-26 18:47:49,55.7522,37.6156,55.58,61,100,6.6
387,Arlit,NE,2022-04-26 18:48:32,18.7369,7.3853,87.35,10,0,10.42
388,Sainte-Suzanne,RE,2022-04-26 18:48:33,-20.9061,55.6089,75.38,84,0,13.8
389,Labuhan,ID,2022-04-26 18:48:33,-6.8844,112.2051,78.78,87,100,4.52
390,Sayyan,YE,2022-04-26 18:48:02,15.1718,44.3244,58.08,66,100,4.32
391,Chuy,UY,2022-04-26 18:44:11,-33.6971,-53.4616,72.14,79,81,10.07
392,Clarence Town,AU,2022-04-26 18:48:34,-32.5833,151.7833,64.81,96,98,2.84
393,Wad Rawah,SD,2022-04-26 18:48:34,15.1603,33.1397,95.81,12,1,2.53
394,Khani,GE,2022-04-26 18:48:34,41.9563,42.9566,47.77,88,92,1.77
395,Batticaloa,LK,2022-04-26 18:48:34,7.7102,81.6924,81.7,74,100,5.55
396,Kloulklubed,PW,2022-04-26 18:48:35,7.0419,134.2556,75.7,90,100,11.03
397,Sechura,PE,2022-04-26 18:48:35,-5.5569,-80.8222,80.26,56,79,13.42
398,Kaitong,CN,2022-04-26 18:48:35,44.8135,123.15,42.12,35,0,12.95
399,Hirara,JP,2022-04-26 18:48:36,24.8,125.2833,78.93,89,23,17.65
400,Richards Bay,ZA,2022-04-26 18:48:36,-28.783,32.0377,66.24,76,99,7.18
401,Bereda,ES,2022-04-26 18:48:36,43.2686,-7.5406,54.57,95,100,2.3
402,Kuryk,KZ,2022-04-26 18:48:37,43.2,51.65,72.55,28,100,17.2
403,Vanimo,PG,2022-04-26 18:48:37,-2.6741,141.3028,78.15,89,100,6.11
404,Laguna,US,2022-04-26 18:48:37,38.421,-121.4238,72.43,45,10,4.0
405,Muisne,EC,2022-04-26 18:48:38,0.6,-80.0333,78.87,85,100,11.32
406,Kampot,KH,2022-04-26 18:48:38,10.6167,104.1833,78.85,84,8,6.17
407,Estelle,US,2022-04-26 18:48:38,29.8458,-90.1067,78.01,69,40,11.99
408,Nicoya,CR,2022-04-26 18:48:38,10.1483,-85.452,91.36,50,78,2.46
409,Great Yarmouth,GB,2022-04-26 18:48:39,52.6083,1.7305,49.44,76,100,11.34
410,Toledo,ES,2022-04-26 18:48:39,39.8333,-4.0,62.31,70,100,14.54
411,Clyde River,CA,2022-04-26 18:48:39,70.4692,-68.5914,12.43,85,100,35.68
412,Bambous Virieux,MU,2022-04-26 18:48:40,-20.3428,57.7575,77.25,83,75,9.22
413,Havelock,US,2022-04-26 18:48:40,34.8791,-76.9013,86.02,75,40,16.11
414,Jumla,NP,2022-04-26 18:48:40,29.2747,82.1838,47.05,67,0,4.97
415,Winnemucca,US,2022-04-26 18:48:41,40.973,-117.7357,59.05,29,100,17.58
416,Bouna,CI,2022-04-26 18:49:41,9.2667,-3.0,90.57,28,70,2.77
417,Santa Lucia,ES,2022-04-26 18:48:04,27.9117,-15.5407,63.77,56,40,21.85
418,Talara,PE,2022-04-26 18:49:41,-4.5772,-81.2719,84.96,51,40,16.11
419,Lorengau,PG,2022-04-26 18:49:42,-2.0226,147.2712,81.41,82,57,6.2
420,Opuwo,NA,2022-04-26 18:49:42,-18.0607,13.84,72.63,35,11,5.1
421,Nha Trang,VN,2022-04-26 18:49:42,12.25,109.1833,80.6,88,70,3.18
422,Trairi,BR,2022-04-26 18:48:24,-3.2778,-39.2689,80.44,85,72,10.07
423,Kibala,TD,2022-04-26 18:49:43,9.1104,18.3463,84.15,48,40,13.8
424,Nyurba,RU,2022-04-26 18:49:43,63.2842,118.3319,12.18,98,66,2.46
425,El Roble,CO,2022-04-26 18:49:44,9.1019,-75.1951,89.22,55,98,1.32
426,Trelew,AR,2022-04-26 18:49:44,-43.249,-65.3051,64.4,21,100,21.5
427,Santona,ES,2022-04-26 18:49:44,43.4439,-3.4576,64.71,87,100,5.5
428,Berlevag,NO,2022-04-26 18:49:45,70.8578,29.0864,17.4,80,100,34.25
429,Paamiut,GL,2022-04-26 18:49:45,61.994,-49.6678,33.46,98,100,20.94
430,Hemsedal,NO,2022-04-26 18:49:45,60.8629,8.5534,32.99,97,100,2.24
431,Barranca,PE,2022-04-26 18:49:46,-10.75,-77.7667,71.26,76,19,11.01
432,Morondava,MG,2022-04-26 18:49:46,-20.2833,44.2833,78.67,77,98,4.59
433,San Andres,CO,2022-04-26 18:45:13,12.5847,-81.7006,87.82,70,40,17.27
434,Njeru,UG,2022-04-26 18:49:46,0.4186,33.1731,65.75,89,55,3.56
435,Umm Kaddadah,SD,2022-04-26 18:49:47,13.6017,26.6876,88.34,17,100,9.35
436,Telimele,GN,2022-04-26 18:49:47,10.9167,-13.3333,91.54,24,32,3.53
437,Alexandria,EG,2022-04-26 18:48:24,31.2156,29.9553,67.96,68,0,10.36
438,Sola,VU,2022-04-26 18:49:47,-13.8833,167.55,79.47,83,75,0.0
439,Puerto Colombia,CO,2022-04-26 18:49:48,10.9878,-74.9547,89.69,75,100,19.44
440,Szczecinek,PL,2022-04-26 18:49:48,53.7079,16.6994,46.35,68,87,4.99
441,Bud,US,2022-04-26 18:49:48,39.447,-86.1758,55.89,59,6,13.94
442,Ocampo,MX,2022-04-26 18:47:34,21.65,-101.5,70.02,43,1,14.07
443,Arrah,IN,2022-04-26 18:49:49,25.5667,84.6667,87.69,14,0,7.52
444,Minab,IR,2022-04-26 18:49:49,27.1467,57.0801,85.5,47,100,6.51
445,Sao Filipe,CV,2022-04-26 18:49:49,14.8961,-24.4956,75.81,69,20,14.14
446,Eyl,SO,2022-04-26 18:49:50,7.9803,49.8164,82.04,74,15,10.89
447,Keflavik,IS,2022-04-26 18:49:50,64.0049,-22.5624,46.31,76,75,4.61
448,Vila Do Maio,CV,2022-04-26 18:49:50,15.1333,-23.2167,75.99,77,96,17.92
449,Northam,GB,2022-04-26 18:49:51,51.0333,-4.2167,57.38,82,35,7.31
450,Palmer,US,2022-04-26 18:49:51,42.1584,-72.3287,53.85,84,100,0.0
451,Akdepe,TM,2022-04-26 18:49:51,42.0551,59.3788,64.49,37,100,13.44
452,Rakaia,NZ,2022-04-26 18:49:52,-43.75,172.0167,44.38,87,82,4.23
453,Garden City,US,2022-04-26 18:48:54,42.3256,-83.331,46.81,66,100,17.27
454,Kyra,RU,2022-04-26 18:49:52,49.5776,111.9753,25.7,45,17,4.16
455,Shitanjing,CN,2022-04-26 18:49:52,39.2342,106.3439,50.05,16,98,5.91
456,Kathmandu,NP,2022-04-26 18:46:24,27.7167,85.3167,70.02,60,20,0.0
457,Tecoanapa,MX,2022-04-26 18:49:53,16.5167,-98.75,86.2,53,14,10.87
458,Jaru,BR,2022-04-26 18:46:51,-10.4389,-62.4664,86.92,68,100,2.95
459,Menongue,AO,2022-04-26 18:49:53,-14.6585,17.691,64.72,61,56,3.31
460,Weyburn,CA,2022-04-26 18:50:54,49.6668,-103.8511,37.62,56,46,29.93
461,Kalmunai,LK,2022-04-26 18:46:38,7.4167,81.8167,81.21,75,99,3.51
462,Willowmore,ZA,2022-04-26 18:50:54,-33.2926,23.4895,52.59,57,0,4.65
463,Mariestad,SE,2022-04-26 18:50:55,58.7097,13.8237,48.67,50,7,4.97
464,Bayangol,RU,2022-04-26 18:50:55,50.6977,103.4656,24.69,69,100,2.86
465,San Mateo Del Mar,MX,2022-04-26 18:46:21,16.2,-95.0,91.89,48,53,27.25
466,Sept-Iles,CA,2022-04-26 18:47:09,50.2001,-66.3821,37.06,95,100,6.91
467,Almeirim,BR,2022-04-26 18:50:55,-1.5233,-52.5817,83.5,71,100,3.42
468,Mende,FR,2022-04-26 18:50:56,44.6667,3.5,42.85,76,36,4.14
469,Mildura,AU,2022-04-26 18:50:27,-34.2,142.15,60.76,94,100,8.05
470,Kranuan,TH,2022-04-26 18:50:56,16.7067,103.0788,87.51,59,10,7.52
471,Anadyr,RU,2022-04-26 18:48:08,64.75,177.4833,30.7,92,75,29.08
472,Ugoofaaru,MV,2022-04-26 18:50:56,5.6667,73.0,84.7,71,100,3.24
473,Maumere,ID,2022-04-26 18:50:57,-8.6199,122.2111,77.25,72,100,4.0
474,Aloleng,PH,2022-04-26 18:50:57,16.1307,119.7824,83.16,73,47,7.72
475,Oussouye,SN,2022-04-26 18:50:57,12.485,-16.5469,102.38,47,48,16.87
476,Bandarbeyla,SO,2022-04-26 18:50:58,9.4942,50.8122,82.11,75,4,8.41
477,Biltine,TD,2022-04-26 18:50:58,14.5333,20.9167,93.52,16,94,1.48
478,Durban,ZA,2022-04-26 18:48:29,-29.8579,31.0292,65.01,78,0,5.01
479,Klaksvik,FO,2022-04-26 18:50:59,62.2266,-6.589,41.92,67,100,6.64
480,Sisophon,KH,2022-04-26 18:50:59,13.5859,102.9737,81.93,79,100,5.5
481,Olds,CA,2022-04-26 18:50:59,51.7834,-114.102,57.24,37,100,2.3
482,Khlevnoye,RU,2022-04-26 18:50:59,52.1951,39.0932,57.22,83,18,7.47
483,Qandala,SO,2022-04-26 18:51:00,11.472,49.8728,86.49,57,3,9.84
484,Rondonopolis,BR,2022-04-26 18:47:59,-16.4708,-54.6356,86.77,53,95,5.19
485,Ardesen,TR,2022-04-26 18:51:00,41.1911,40.9875,59.43,69,6,4.94
486,Gbarnga,LR,2022-04-26 18:51:00,6.9956,-9.4722,77.5,82,100,3.67
487,Valley,US,2022-04-26 18:51:01,45.1277,-116.1262,32.76,89,100,7.02
488,Iskar,BG,2022-04-26 18:51:01,43.45,24.2667,66.06,59,75,11.5
489,Umkomaas,ZA,2022-04-26 18:51:01,-30.2067,30.7978,64.67,74,0,8.81
490,Moose Factory,CA,2022-04-26 18:51:02,51.2585,-80.6094,19.4,73,100,11.5
491,George,ZA,2022-04-26 18:51:02,-33.963,22.4617,56.75,88,75,3.44
492,Port-Gentil,GA,2022-04-26 18:51:02,-0.7193,8.7815,82.36,89,40,5.75
493,Auki,SB,2022-04-26 18:51:03,-8.7676,160.7034,77.16,88,19,4.14
494,Dongargaon,IN,2022-04-26 18:51:03,20.9667,80.85,89.51,14,38,4.81
495,Shiyan,CN,2022-04-26 18:51:04,32.6475,110.7781,64.49,95,14,4.81
496,Tondano,ID,2022-04-26 18:49:07,1.3038,124.9112,69.89,92,100,1.01
497,Edea,CM,2022-04-26 18:51:04,3.8,10.1333,75.7,95,100,2.42
498,Ahuimanu,US,2022-04-26 18:51:04,21.4447,-157.8378,75.36,78,100,16.11
499,Angoche,MZ,2022-04-26 18:51:05,-16.2325,39.9086,76.91,87,100,7.67
500,Kasongo-Lunda,CD,2022-04-26 18:51:05,-6.4667,16.8167,71.74,96,100,0.31
501,Heerenveen,NL,2022-04-26 18:51:05,52.95,5.9333,48.97,68,4,5.79
502,Zugdidi,GE,2022-04-26 18:51:06,42.5088,41.8709,54.28,78,8,3.94
503,Tuy Hoa,VN,2022-04-26 18:50:54,13.0833,109.3,77.18,91,29,4.09
504,Coihaique,CL,2022-04-26 18:46:11,-45.5752,-72.0662,41.61,75,100,8.05
505,Blaubeuren,DE,2022-04-26 18:51:06,48.4122,9.7843,46.96,92,100,4.74
506,Lumeje,AO,2022-04-26 18:52:07,-11.55,20.7833,71.31,65,95,3.49
507,Sur,OM,2022-04-26 18:52:07,22.5667,59.5289,87.96,51,3,7.72
508,San Joaquin,US,2022-04-26 18:52:05,37.9333,-121.3011,72.54,45,0,12.66
509,Tromso,NO,2022-04-26 18:49:54,69.6496,18.957,23.38,86,100,1.14
510,Loksa,EE,2022-04-26 18:52:08,59.5764,25.7214,37.92,74,97,7.07
511,Sulangan,PH,2022-04-26 18:52:08,11.1373,123.7228,81.86,79,100,11.34
512,Ucluelet,CA,2022-04-26 18:52:08,48.9329,-125.5528,45.09,90,100,2.1
513,Laukaa,RU,2022-04-26 18:52:09,58.7372,29.8453,39.16,66,78,6.69
514,Port Macquarie,AU,2022-04-26 18:52:09,-31.4333,152.9167,60.89,88,100,3.22
515,Roccastrada,IT,2022-04-26 18:52:10,43.0099,11.1665,53.8,93,0,2.71
516,Brigantine,US,2022-04-26 18:52:10,39.4101,-74.3646,81.19,72,0,8.05
517,Namibe,AO,2022-04-26 18:52:10,-15.1961,12.1522,71.91,74,3,5.08
518,Mandalgovi,MN,2022-04-26 18:52:11,45.7625,106.2708,33.24,22,100,10.76
519,Namtsy,RU,2022-04-26 18:52:11,62.7161,129.6658,9.48,97,99,4.38
520,Karia,NG,2022-04-26 18:52:11,11.7306,11.1629,93.4,18,87,8.48
521,Kushiro,JP,2022-04-26 18:52:12,42.975,144.3747,45.09,100,100,2.44
522,Boma,GH,2022-04-26 18:52:12,7.0805,-2.1697,73.98,91,48,4.18
523,Humberto De Campos,BR,2022-04-26 18:52:12,-2.5983,-43.4611,81.37,85,99,5.19
524,Manuk Mangkaw,PH,2022-04-26 18:52:13,4.8,119.85,82.0,78,100,10.58
525,Ola,RU,2022-04-26 18:52:13,59.5833,151.2833,21.15,72,23,7.4
526,Uige,AO,2022-04-26 18:52:13,-7.6087,15.0613,68.74,92,100,3.11
527,Najran,SA,2022-04-26 18:52:14,17.4924,44.1277,79.45,46,68,3.49
528,Guerrero Negro,MX,2022-04-26 18:52:14,27.9769,-114.0611,76.93,36,7,12.39
529,Charlestown,AU,2022-04-26 18:52:14,-32.95,151.6667,64.69,96,100,4.43
530,Filingue,NE,2022-04-26 18:52:15,14.3521,3.3168,92.86,12,10,7.45
531,Bowling Green,US,2022-04-26 18:52:15,36.9903,-86.4436,59.14,45,0,11.7
532,Tevriz,RU,2022-04-26 18:52:15,57.509,72.4042,41.68,93,16,2.84
533,Dong Xoai,VN,2022-04-26 18:52:16,11.5333,106.9167,74.25,93,100,4.07
534,Busayra,JO,2022-04-26 18:52:16,30.7376,35.6078,70.43,32,100,4.56
535,Harper,LR,2022-04-26 18:52:16,4.375,-7.7169,80.28,84,100,6.24
536,Cascais,PT,2022-04-26 18:52:17,38.6979,-9.4215,63.93,72,20,14.0
537,Kaeo,NZ,2022-04-26 18:51:57,-35.1,173.7833,55.92,90,20,4.03
538,Narwana,IN,2022-04-26 18:52:17,29.6167,76.1167,85.89,13,0,5.95
539,Jizan,SA,2022-04-26 18:52:17,17.3333,42.6667,90.54,51,23,3.02
540,Porosozero,RU,2022-04-26 18:52:18,62.7191,32.727,26.17,87,73,9.08
541,Beloha,MG,2022-04-26 18:52:18,-25.1667,45.05,71.13,87,100,14.34
542,Miri,MY,2022-04-26 18:52:18,4.4148,114.0089,75.34,94,40,4.61
543,Progreso,MX,2022-04-26 18:52:19,21.2833,-89.6667,83.79,65,3,18.86
544,Borba,BR,2022-04-26 18:52:19,-4.3878,-59.5939,87.12,62,100,3.58
545,Lata,PT,2022-04-26 18:52:19,40.1629,-8.3327,61.81,89,3,3.85
546,Cabo San Lucas,MX,2022-04-26 18:48:28,22.8909,-109.9124,87.62,58,0,6.31
547,Altay,CN,2022-04-26 18:52:20,47.8667,88.1167,37.78,81,43,3.78
548,Port Augusta,AU,2022-04-26 18:52:20,-32.5,137.7667,59.04,93,4,1.45
549,Pontes E Lacerda,BR,2022-04-26 18:52:20,-15.2261,-59.3353,91.98,47,43,3.89
550,Santiago Del Estero,AR,2022-04-26 18:48:22,-27.7951,-64.2615,90.75,45,100,16.26
551,Parangan,PH,2022-04-26 18:52:21,5.0839,119.9383,80.85,82,100,6.04
552,Leningradskiy,RU,2022-04-26 18:53:21,69.3833,178.4167,7.3,93,67,9.86
553,Tucuma,BR,2022-04-26 18:53:21,-0.1833,-50.05,82.24,81,100,6.15
554,Warri,NG,2022-04-26 18:51:52,5.5167,5.75,79.41,88,51,7.18
555,Dubbo,AU,2022-04-26 18:53:22,-32.25,148.6167,57.33,100,40,11.5
556,Ternate,ID,2022-04-26 18:53:22,0.8,127.4,80.87,80,100,4.65
557,Tafresh,IR,2022-04-26 18:53:23,34.692,50.013,55.51,62,0,3.2
558,Kieta,PG,2022-04-26 18:53:23,-6.2167,155.6333,78.89,82,58,0.49
559,Matara,LK,2022-04-26 18:53:23,5.9485,80.5353,78.96,86,83,2.26
560,Wanning,CN,2022-04-26 18:53:24,18.8003,110.3967,78.3,93,13,10.36
561,Kadaya,RU,2022-04-26 18:53:24,50.9327,119.2911,29.32,64,98,4.05
562,Carutapera,BR,2022-04-26 18:53:19,-1.195,-46.02,82.29,78,100,7.9
563,College,US,2022-04-26 18:51:40,64.8569,-147.8028,43.0,57,75,5.75
564,Derzhavinsk,KZ,2022-04-26 18:53:25,51.1,66.3167,54.84,51,9,5.32
565,Te Anau,NZ,2022-04-26 18:53:25,-45.4167,167.7167,44.73,90,42,0.16
566,Vila,PT,2022-04-26 18:53:25,42.0304,-8.1588,50.88,82,6,4.45
567,Marsa Matruh,EG,2022-04-26 18:53:26,31.3525,27.2453,64.6,82,0,6.91
568,Kidal,ML,2022-04-26 18:53:26,18.4411,1.4078,86.54,16,0,10.42
569,Kita,ML,2022-04-26 18:53:26,13.0349,-9.4895,95.56,12,2,5.39
570,Banepa,NP,2022-04-26 18:53:27,27.6298,85.5214,68.32,60,20,0.0
571,Mamallapuram,IN,2022-04-26 18:53:27,12.6264,80.1722,86.05,77,100,11.36
572,Makubetsu,JP,2022-04-26 18:53:27,45.3714,141.8211,44.96,97,100,4.14
573,Tasgaon,IN,2022-04-26 18:53:28,17.0333,74.6,85.98,42,36,7.56
574,Rognan,NO,2022-04-26 18:53:28,67.0953,15.3878,32.14,75,100,8.9
575,Tocopilla,CL,2022-04-26 18:52:50,-22.092,-70.1979,69.13,69,88,8.3
576,Bonga,ET,2022-04-26 18:53:29,7.2833,36.2333,62.42,95,100,1.07
577,Meulaboh,ID,2022-04-26 18:53:29,4.1363,96.1285,77.09,81,100,4.14
578,Ust-Nera,RU,2022-04-26 18:53:29,64.5667,143.2,8.94,98,100,5.12
579,Shieli,KZ,2022-04-26 18:52:42,44.1667,66.75,63.91,38,6,11.03
580,Severo-Kurilsk,RU,2022-04-26 18:53:30,50.6789,156.125,29.37,84,61,10.04
581,Castanos,MX,2022-04-26 18:53:30,26.7833,-101.4167,60.35,89,100,7.09
582,Troitsko-Pechorsk,RU,2022-04-26 18:51:15,62.7084,56.1964,38.01,99,96,5.44
583,Barguzin,RU,2022-04-26 18:53:30,53.6167,109.6167,24.04,69,50,1.19
584,Hauterive,FR,2022-04-26 18:53:31,46.0901,3.4459,57.96,69,55,5.37
585,Laje,BR,2022-04-26 18:53:31,-10.1833,-40.9667,86.36,36,6,16.46
586,Ust-Omchug,RU,2022-04-26 18:53:31,61.15,149.6333,13.6,96,100,5.06
587,Darayya,SY,2022-04-26 18:53:32,33.459,36.2374,68.76,27,0,5.99
588,Mnogovershinnyy,RU,2022-04-26 18:53:32,53.9353,139.9242,23.16,96,100,13.29
589,Heide,DE,2022-04-26 18:53:32,54.2,9.1,50.09,91,18,7.0
590,Dulovo,BG,2022-04-26 18:53:33,43.8167,27.15,57.38,77,100,5.44
